   3.9680000e+01   4.1080000e+01   1.4020233e+02   7.0000000e+00   1.9270000e+03   1.0000000e+00
   4.0530000e+01   4.1130000e+01   2.0396051e+02   6.0000000e+00   1.9240000e+03   1.0000000e+00
   4.0530000e+01   4.1130000e+01   1.8013034e+02   7.0000000e+00   1.9250000e+03   1.0000000e+00
   3.8670000e+01   4.1150000e+01   1.9865074e+02   4.0000000e+00   1.9560000e+03   1.0000000e+00
   3.9370000e+01   4.1150000e+01   1.4056175e+02   6.0000000e+00   1.9240000e+03   1.0000000e+00
   4.0530000e+01   4.1150000e+01   1.3375674e+02   7.0000000e+00   1.9270000e+03   1.0000000e+00
   3.8416700e+01   4.1167000e+01   1.5949921e+02   1.0000000e+00   1.9650000e+03   1.0000000e+00
   4.0416700e+01   4.1167000e+01   1.6074237e+02   1.0000000e+00   1.9650000e+03   1.0000000e+00
   4.0416700e+01   4.1167000e+01   1.6461160e+02   4.0000000e+00   1.9640000e+03   1.0000000e+00
   3.8420000e+01   4.1170000e+01   1.7165858e+02   4.0000000e+00   1.9630000e+03   1.0000000e+00
   3.8420000e+01   4.1170000e+01   1.2786859e+02   1.0000000e+01   1.9630000e+03   1.0000000e+00
   3.9370000e+01   4.1170000e+01   9.7233075e+01   1.1000000e+01   1.9260000e+03   1.0000000e+00
   3.9750000e+01   4.1170000e+01   1.4708738e+02   7.0000000e+00   1.9270000e+03   1.0000000e+00
   4.0000000e+01   4.1233000e+01   3.4476336e+01   2.0000000e+00   1.9780000e+03   1.0000000e+00
   3.7730000e+01   4.1250000e+01   1.9767625e+02   3.0000000e+00   1.9320000e+03   1.0000000e+00
   3.8433300e+01   4.1250000e+01   1.3143106e+02   1.0000000e+01   1.9780000e+03   1.0000000e+00
   3.9230000e+01   4.1250000e+01   1.1310375e+02   1.1000000e+01   1.9260000e+03   1.0000000e+00
   3.9483300e+01   4.1250000e+01   1.4654675e+02   1.0000000e+01   1.9780000e+03   1.0000000e+00
   3.9500000e+01   4.1250000e+01   1.3781565e+02   1.0000000e+01   1.9630000e+03   1.0000000e+00
   3.9650000e+01   4.1250000e+01   1.8405090e+02   8.0000000e+00   1.9800000e+03   1.0000000e+00
