           1  0.213670239    
           2  -8.73905048E-02
           3  -3.39057446E-02
           4  -9.54369754E-02
           5 -0.120760493    
           6 -0.339335352    
           7   4.96928617E-02
           8  -1.86774856E-03
           9  0.252042443    
          10  0.113556899    
          11  -1.86774856E-03
          12  -1.86774856E-03
          13  -1.86774856E-03
          14  -1.86774856E-03
          15  -1.86774856E-03
          16  -1.86774856E-03
          17  -1.86774856E-03
          18  -1.86774856E-03
          19  -1.86774856E-03
          20  -1.86774856E-03
          21  -1.86774856E-03
          22  -1.86774856E-03
          23  -1.86774856E-03
          24  -1.86774856E-03
          25  -1.86774856E-03
          26  -1.86774856E-03
          27  -1.86774856E-03
          28  -1.86774856E-03
          29  -1.86774856E-03
          30  -1.86774856E-03
          31  -1.86774856E-03
          32  -1.86774856E-03
          33  0.253289372    
          34  0.253231585    
          35  0.227467164    
          36  0.139380947    
          37   7.38485530E-02
          38   5.37337400E-02
          39   7.45908469E-02
          40   2.45108772E-02
          41   7.62732998E-02
          42  0.124645792    
          43  0.173084587    
          44  0.140496388    
          45  0.136196375    
          46  0.133537188    
          47  0.165138721    
          48  0.133812159    
          49  -7.23232105E-02
          50  0.206213266    
          51  0.113214538    
          52  0.151307404    
          53   9.76722687E-02
          54  -6.59208279E-03
          55  -5.12698293E-03
          56 -0.357738614    
          57   7.57623464E-02
          58 -0.137861386    
          59  -7.31259212E-02
          60 -0.106043056    
          61 -0.229661256    
          62 -0.116320468    
          63 -0.131081969    
          64 -0.127631381    
          65 -0.121329159    
          66  -3.80108468E-02
          67  -2.25017648E-02
          68  -5.10750450E-02
          69  -7.41460919E-02
          70 -0.118970305    
          71   6.84910920E-04
          72   2.65200902E-02
          73   4.89510298E-02
          74   8.29840526E-02
          75  -1.86774856E-03
          76 -0.264550477    
          77  -1.86774856E-03
          78  -1.86774856E-03
          79 -0.261925131    
          80  -1.86774856E-03
          81 -0.131630898    
          82  -1.86774856E-03
          83 -0.232491925    
          84  -1.86774856E-03
          85  -1.86774856E-03
          86  -1.86774856E-03
          87  -1.86774856E-03
          88  0.558635116    
          89  -1.86774856E-03
          90 -0.420855403    
          91 -0.396322578    
