   3.9680000e+01   4.1080000e+01   1.5957340e+01   7.0000000e+00   1.9270000e+03   1.0000000e+00
   4.0530000e+01   4.1130000e+01   1.6232278e+01   6.0000000e+00   1.9240000e+03   1.0000000e+00
   4.0530000e+01   4.1130000e+01   1.6225304e+01   7.0000000e+00   1.9250000e+03   1.0000000e+00
   3.8670000e+01   4.1150000e+01   1.6352365e+01   4.0000000e+00   1.9560000e+03   1.0000000e+00
   3.9370000e+01   4.1150000e+01   1.5730503e+01   6.0000000e+00   1.9240000e+03   1.0000000e+00
   4.0530000e+01   4.1150000e+01   1.5653768e+01   7.0000000e+00   1.9270000e+03   1.0000000e+00
   3.8416700e+01   4.1167000e+01   1.6105741e+01   1.0000000e+00   1.9650000e+03   1.0000000e+00
   4.0416700e+01   4.1167000e+01   1.5978467e+01   1.0000000e+00   1.9650000e+03   1.0000000e+00
   4.0416700e+01   4.1167000e+01   1.6023247e+01   4.0000000e+00   1.9640000e+03   1.0000000e+00
   3.8420000e+01   4.1170000e+01   1.5940819e+01   4.0000000e+00   1.9630000e+03   1.0000000e+00
   3.8420000e+01   4.1170000e+01   1.6011307e+01   1.0000000e+01   1.9630000e+03   1.0000000e+00
   3.9370000e+01   4.1170000e+01   1.5679779e+01   1.1000000e+01   1.9260000e+03   1.0000000e+00
   3.9750000e+01   4.1170000e+01   1.5982504e+01   7.0000000e+00   1.9270000e+03   1.0000000e+00
   4.0000000e+01   4.1233000e+01   1.4203981e+01   2.0000000e+00   1.9780000e+03   1.0000000e+00
   3.7730000e+01   4.1250000e+01   1.6166555e+01   3.0000000e+00   1.9320000e+03   1.0000000e+00
   3.8433300e+01   4.1250000e+01   1.6095591e+01   1.0000000e+01   1.9780000e+03   1.0000000e+00
   3.9230000e+01   4.1250000e+01   1.5698000e+01   1.1000000e+01   1.9260000e+03   1.0000000e+00
   3.9483300e+01   4.1250000e+01   1.4928172e+01   1.0000000e+01   1.9780000e+03   1.0000000e+00
   3.9500000e+01   4.1250000e+01   1.5881828e+01   1.0000000e+01   1.9630000e+03   1.0000000e+00
   3.9650000e+01   4.1250000e+01   1.6175584e+01   8.0000000e+00   1.9800000e+03   1.0000000e+00
   4.0500000e+01   4.1250000e+01   1.5708368e+01   8.0000000e+00   1.9800000e+03   1.0000000e+00
   4.0500000e+01   4.1250000e+01   1.5972519e+01   1.0000000e+01   1.9780000e+03   1.0000000e+00
   3.7500667e+01   4.1250333e+01   1.5829602e+01   5.0000000e+00   2.0030000e+03   1.0000000e+00
   3.9433000e+01   4.1267000e+01   1.5851923e+01   1.1000000e+01   1.9610000e+03   1.0000000e+00
   4.0550000e+01   4.1270000e+01   1.5760305e+01   7.0000000e+00   1.9270000e+03   1.0000000e+00
   3.9230000e+01   4.1280000e+01   1.5878502e+01   2.0000000e+00   1.9250000e+03   1.0000000e+00
   3.9370000e+01   4.1280000e+01   1.5757268e+01   4.0000000e+00   1.9560000e+03   1.0000000e+00
   3.7783000e+01   4.1282000e+01   1.5732420e+01   1.1000000e+01   1.9610000e+03   1.0000000e+00
   3.9500000e+01   4.1283000e+01   1.6065861e+01   8.0000000e+00   1.9720000e+03   1.0000000e+00
   3.7680000e+01   4.1300000e+01   1.5696647e+01   7.0000000e+00   1.9270000e+03   1.0000000e+00
   4.0480000e+01   4.1320000e+01   1.5765148e+01   7.0000000e+00   1.9760000e+03   1.0000000e+00
